,lfdn,lastpage,quality,duration,Luzerner,Sex,Altergruppe,Beziehungstatus,Quartier,Zuzug,Bildung,HH,Kinder_Schule,Erwerb,Lebensqualallg,Lebensqualallg_Comment-v_238,ArbeitsplatzLuzern,Anbindung_Arbeit-v_89,Umgebung_Arbeit-v_90,Standortattraktivität_Stadt-v_336,Standortattraktivität_LädenInnerStadt-v_337,Standortattraktivität_LädenQuartier-v_338,Standortattraktivität_CoSpace-v_364,IndLaden-v_341,KindQuart_alleineWeg-v_73,KindQuart_OhneAufsicht-v_74,KindQuart_alleineFahrrad-v_75,Kinderbetreuung_mittagTisch-v_152,Kinderbetreuung_bis6Jahr-v_153,Kinderbetreuung_SchulFerien-v_154,Vereinbarkeit-v_269,QuartSpielPlatz-v_274,QuartStrasseSpielPlatz-v_275,Medizin_Versorgungen-v_27,MedZuHause-v_294,Sicherheit_NachtAlleineWeg-v_28,Sicherheit_TagAlleineWeg-v_197,Sicherheit_ZuHause-v_101,zuFrieden_Wohnung-v_78,zuFrieden_unmittelbaren-v_79,zuFrieden_Infrastruk-v_102,unmittelbaren-SpielPlatz-v_354,unmittelbaren-naherholungsgebiet-v_355,unmittelbaren-Grünflaschen-v_356,unmittelbaren-anbindVerkehr-v_357,unmittelbaren-Einkaufsmögli-v_358,unmittelbaren-Freizeiteinrichtungen-v_359,unzufrie_Lärmbelastung-v_83,unzufrie_LuftWassrverschmtng-v_84,unzufrie_schlechteverkhrverbindung-v_85,unzufrie_keinGemeubschaftsgefühl-v_86,unzufrie_zuWenigGrünFlaschen-v_87,unzufrie_Vandalismus-v_105,unzufrie_Gewalt-v_104,unzufrie_Comments-v_88,FreiZeitAktivitäten_Angebot-v_55,FreiZeitAktivitäten_KulturAngebot-v_56,FreiZeitAktivitäten_Kultur_Musik-v_299,FreiZeitAktivitäten_Kultur_Theater-v_300,FreiZeitAktivitäten_Kultur_Kunst-v_301,FreiZeitAktivitäten_Kultur_Literatur-v_302,FreiZeitAktivitäten_Kultur_Film-v_303,FreiZeitAktivitäten_Kultur_Podium-v_304,FreiZeitAktivitäten_Kultur_Vereinsleben-v_305,FreiZeitAktivitäten_Kultur_EssKultur-v_306,FreiZeitAktivitäten_Kultur_Jugendliche-v_307,FreiZeitAktivitäten_Engagement-v_309,StädtischenLebens_Engagement-v_311,WasZum_StädtischenLebens_Engagement-v_310,Sicherheit_öffentVerkehr-v_39,Sicherheit_Auto_unterwegs-v_40,Sicherheit_Velo_unterwegs-v_41,Sicherheit_Fuss_unterwegs-v_42,öffentli_DichteLiniennetzes-v_49,öffentli_Wohnung-v_50,Verbindung_HusStadtZentrum-v_51,Verbindung_Naherholungsgebieten-v_54,Verbindung_zuArbeitSchuleAusbild-v_53,Zfrieden_FüssgangPhase-Dauer-v_187,Zfrieden_Sitzbänke-v_188,VeloParkPlätze_Allgemeinen-v_279,VeloParkPlätze_HauptBahnhof-v_280,VeloZum_öffVerkhr-v_323,VeloZum_Bahnverkehr-v_324,VeloZum_Busverbindungen-v_325,VertrauenStadtverwaltung-v_126,Services_Unkompliziertheit-v_328,Services_SchnellAufbindInfo-v_329,Services_RascheAntwort-v_330,Services_AktiveInfoVeränderungen-v_331,Services_VerständlicheInfo-v_332,Services_Freundlichkeit-v_333,Services_GeograNäheZuBewo-v_335,Services_BarrierFreiheit-v_334,Services_DigitaleAbwicklung-v_361,Services_zuFrieWieEsIst-v_362,Services_Comments-v_363,StadtMöglische-v_316,StadtMöglische-WieZuF-v_106,StadtMöglische-ProjekteEinzubring-v_212,StadtMöglische-ProjekteVorzuschlagen-v_365,StadtMöglische-ProjekteEinzubring_WieZuF-v_366,StadtMöglische-ProjekteVorzuschlagen-WieZuF-v_367,KommKanäle_TagsMedia-v_245,KommKanäle_SocialMedia-v_246,KommKanäle_NewsLetter-v_247,KommKanäle_Stadtmagazin-v_248,KommKanäle_WebSeite-v_249,KommKanäle_StadtApp-v_289,KommKanäle_QuartierApp-v_293,KommKanäle_PinnwändeQuartier-v_291,KommKanäle_WeiterSocialMediaWhatsapp-v_292,KommKanäle_Comment-v_290,UmweltThema_Klimaerwärmung-v_317,UmweltThema_Biodiversität-v_318,UmweltThema_Luftsverschmutzung-v_319,UmweltThema_TrinkWasserSchmutzung-v_320,UmweltThema_VerringerteGrünflächen-v_321,MehrWas_Bäume-v_348,MehrWas_öffntParkanlagen-v_349,MehrWas_ZugangZumSee-v_350,MehrWas_ZugangZumWald-v_351,MehrWas_SpazierWegSee-v_352,MehrWas_SitzgelegenheitenImöffRaum-v_353,MehrWas_Comments-v_360,Älterwerdens_FinanzielleAbsicherung-v_256,Älterwerdens_Mobilität-v_257,Älterwerdens_VerlustSocialContact-v_258,Älterwerdens_VerlustSelbständigkeit-v_259,Älterwerdens_andere-v_260,Älterwerdens_Comments-v_205,OverallComments-v_211,Corona-v_224
669,819,6466756,-77,857,1,2,5,1,1,6,7,1,2,1,5,Öffentliche Grünflächen  Nähe zum See  Vielseitige Kulturlandschaft  Buntgemischte Bevölkerung,2,-77,-77,2,2,1,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,1,1,2,2,1,0,0,1,0,1,1,-77,-77,-77,-77,-77,-77,-77,-66,2,3,1,0,1,0,0,0,0,1,0,1,3,1,1,2,3,2,1,1,1,1,2,2,2,3,4,2,2,2,2,1,0,0,1,0,0,0,0,1,0,-99,2,1,2,2,5,5,0,0,0,1,0,1,1,0,0,-99,1,2,2,3,2,0,1,0,0,1,1,-99,3,3,3,3,0,-99,Sichere und breitere Velowege,1
670,820,6466756,-77,704,1,1,3,1,5,3,3,1,2,1,6,"Ausgebauter Öffentlicher Verkehr  Freizeitangebot (Schiffsfahrt,Pilatus,Rigi oder Baden im See etc.)  Saubere Strassen  Einkaufsmöglichkeiten",1,1,1,2,2,4,5,5,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,2,2,2,2,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,2,0,0,0,0,0,0,0,1,0,3,4,1,5,5,5,1,2,1,1,2,1,2,2,5,5,5,5,5,2,1,0,1,0,0,0,0,0,1,0,-99,1,5,2,2,5,5,0,0,0,0,1,1,0,1,0,-99,2,1,2,3,3,0,1,1,1,0,0,-99,5,3,2,1,0,-99,"Weniger Autos auf den Strassen, dafür den öffentlichen Verkehr sowie die Nutzung von Velos ausbreiten.",1
671,821,6466756,-77,442,1,1,3,2,1,2,7,5,2,1,5,Angebot an Cafés/Restaurants/Bar in der Nähe inkl. Naherholungsgebiete,2,-77,-77,2,2,1,3,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,1,1,1,1,1,1,1,0,0,0,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,1,0,0,1,0,1,2,1,1,1,2,1,2,1,1,2,3,2,1,2,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,-99,2,2,2,2,5,5,1,0,0,0,1,0,0,0,1,-99,2,3,3,3,1,1,0,1,0,0,1,-99,3,3,2,3,0,-99,-99,1
672,822,6466756,-77,820,1,1,4,2,1,7,3,4,2,1,6,"Leben wo andere Ferien machen, das mein Luzern",1,1,2,2,1,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,3,1,1,1,1,2,0,0,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,0,0,0,0,0,0,1,1,1,2,2,1,2,2,3,2,1,2,1,1,1,2,3,3,3,2,2,2,3,0,1,0,1,0,0,0,0,1,0,-99,1,2,2,2,5,5,0,1,0,0,1,1,0,0,0,-99,2,2,3,4,2,0,1,1,0,0,1,-99,4,4,4,4,0,-99,"Grössere Unterstützung von berufstätigen Eltern mit mittleren Einkommen bei den Kita-Kosten. Vor allem in der ausserordentlichen Lage fühlen sich viele Eltern, welche ihre Kinder und Kinder von anderen Eltern aus Solidarität zu Hause betreuen, sehr alleine gelassen.",3
673,823,6466756,-77,1081,1,1,6,2,2,5,3,3,2,1,5,Stadt Natur Sicherheit in allen Belangen,2,-77,-77,3,2,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,2,2,1,2,1,1,0,0,0,0,0,1,-77,-77,-77,-77,-77,-77,-77,-66,3,2,1,1,1,0,0,0,0,0,0,3,4,1,4,3,3,2,1,1,1,2,1,1,1,3,4,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,1,1,0,0,1,0,0,0,0,-99,2,2,2,2,2,0,0,0,1,0,0,-99,2,2,2,3,0,-99,Verkehr!,1
674,824,6466756,-77,503,1,1,4,1,1,7,7,1,2,2,5,"Intakte Umwelt, breites Kulturangebot, soziale Sicherheit für alle",-77,-77,-77,1,1,1,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,2,2,1,0,0,1,1,0,1,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,1,0,0,1,0,0,0,0,2,2,1,1,5,3,1,1,1,1,1,1,3,2,3,4,5,5,5,2,0,0,0,1,1,0,0,1,0,0,-99,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,-99,1,1,2,2,1,1,1,1,0,0,0,-99,2,3,2,2,0,-99,Weniger autos  Günstiger wohnraum,1
675,825,6466756,-77,1244,1,2,4,2,6,3,3,4,1,2,5,"Schnell in der Natur, aber auch schnell in der Stadt. Das Dorfleben im Stadtteil Littau.",-77,-77,-77,3,1,2,5,2,3,1,3,5,5,5,1,2,2,1,1,2,1,1,2,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,0,1,0,1,2,1,5,2,2,2,2,1,1,1,2,2,2,2,2,5,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,0,1,0,1,0,1,0,0,0,-99,1,2,2,2,2,1,0,0,0,0,0,-99,3,4,4,3,0,-99,-99,1
676,826,6466756,-77,1049,1,1,3,2,1,2,7,5,2,1,5,-99,2,-77,-77,2,2,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,1,1,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,-99,1,1,1,0,0,0,0,0,0,1,0,3,4,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,2,5,0,1,1,0,0,1,0,0,0,0,-99,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,-99,2,2,2,2,2,0,0,0,1,0,1,-99,2,2,2,2,5,-99,-99,2
677,827,6466756,-77,512,1,1,4,1,1,2,3,1,2,1,4,-99,2,-77,-77,3,3,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,2,2,2,2,2,1,0,1,1,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,3,1,0,1,0,0,0,1,0,0,1,5,5,2,5,3,2,2,1,1,2,2,3,3,3,3,2,2,5,2,0,1,0,1,0,0,0,0,0,0,-99,2,5,2,2,5,5,0,1,0,0,0,1,0,1,0,-99,3,2,2,3,1,0,1,1,0,0,1,-99,5,3,2,1,0,-99,-99,2
678,828,6468128,-77,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
679,829,6466756,-77,2263,1,1,7,2,4,5,3,3,2,4,5,-99,-77,-77,-77,1,1,1,5,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,3,1,2,1,1,1,0,0,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,3,1,0,0,0,0,0,1,1,0,2,4,0,1,2,5,2,1,1,1,1,5,1,1,1,1,5,5,5,2,0,0,0,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,1,1,0,0,0,0,0,0,0,-99,3,3,3,3,3,0,0,0,0,0,0,-99,3,3,3,3,1,städtische Politik,-99,1
680,830,6466756,-77,2349,1,2,7,2,4,7,7,3,2,4,5,-99,-77,-77,-77,3,0,3,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,1,0,0,0,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,3,1,1,1,0,0,0,0,1,0,0,2,1,1,1,0,5,0,1,1,1,1,5,2,3,1,1,5,5,5,4,1,0,1,0,0,1,0,0,0,0,-99,1,3,1,1,2,2,1,0,0,0,0,0,0,0,0,"Stadtmagazin ist überflüssig,",3,4,4,4,4,0,0,0,0,0,1,weniger Velo,4,4,2,0,0,-99,"Einhaltung und Durchsetzung von Regeln und Gesetzen im öffentlichen Raum  Gleichbehandlung durch die Verwaltung für alle Bürger  Weniger Lärm (insbes. durch Mikrofone und Verstärkeranlagen) bei öffentlichen Anlässen in der Stadt  Konsequentes Durchgreifen bei Sauf-und Kiffgelagen, böswilligen Sachbeschädigungen und Littering",1
681,831,6466756,-77,760,1,1,7,2,4,5,3,3,2,4,5,"Schön wohnen, guter Geschäftsmix, genügend Parkmöglichkeiten",-77,-77,-77,3,3,3,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,2,1,1,1,1,1,0,0,0,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,3,3,4,2,2,2,1,2,2,2,3,5,2,3,1,2,5,5,5,3,1,1,1,0,0,0,0,0,0,0,-99,2,5,2,2,5,5,1,0,1,0,0,1,0,0,0,-99,3,3,3,2,3,0,0,1,0,1,1,-99,3,2,2,2,5,-99,Bessere Bedingungen für das Gewerbe,1
682,832,6466756,-77,1508,1,2,5,2,5,5,8,2,1,4,6,-99,-77,-77,-77,1,1,2,2,1,2,2,2,1,5,5,3,1,2,1,5,2,1,1,1,1,1,0,0,0,0,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,0,1,0,0,0,0,0,1,1,3,3,1,1,1,5,1,1,2,2,1,5,2,1,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,-99,2,5,1,2,5,5,1,1,0,0,1,0,0,0,0,-99,2,2,3,3,3,0,1,1,0,1,0,-99,3,3,3,3,5,-99,-99,2
683,833,6466756,-77,1139,1,2,4,1,1,3,7,1,2,1,6,"Mich sicher fühlen, wenn ich in der Stadt unterwegs bin, Natur (See, Wald, Berge) in der Nähe, frische Luft, sauberes Trinkwasser, mit dem Fahrrad unterwegs sein können, ein gutes ÖV Netz haben, vielfältige Einkaufsmöglichkeiten, abwechslungsreiches Sport-& Kulturangebot, soziale Kontakte pflegen können, eine gute Gesundheitsversorgung, eine Gesellschaft, die sozial ausgerichtet ist, in der die Schwächsten nicht durchs Netz fallen",1,1,2,2,1,1,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,1,0,0,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,0,0,0,0,0,1,0,0,0,0,-99,2,5,2,2,5,5,0,0,0,0,1,1,0,0,0,-99,1,2,2,2,2,0,0,0,0,0,0,-99,2,4,4,4,0,-99,-99,1
684,834,6466756,-77,1429,1,1,4,2,1,3,7,3,2,1,5,Sich wohl fühlen,1,5,1,2,1,2,5,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,2,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,1,1,0,0,0,1,0,0,1,0,1,3,4,1,1,1,1,1,1,1,2,1,3,2,3,3,2,2,2,2,0,0,1,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,1,1,0,0,1,0,0,0,0,-99,2,1,2,2,1,1,0,0,0,0,0,mehr natürliche Grünflächen,2,4,2,1,0,-99,Verkehrsaufkommen und -führung.,1
685,835,6466756,-77,1558,1,1,3,2,1,2,7,3,2,1,5,"Naherholungsmöglichkeiten (See, Wald)  Einkaufsmöglichkeiten  Gastronomie und Barangebot  Infrastruktur",1,1,2,5,2,2,5,3,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,1,1,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,1,0,1,0,1,3,1,1,2,3,1,2,2,1,1,2,4,2,3,4,5,5,5,2,0,1,0,0,1,0,0,0,1,0,-99,2,5,2,2,5,5,0,1,0,0,1,1,0,0,0,-99,1,2,2,3,1,0,1,1,0,0,1,-99,5,5,5,5,5,-99,Mehr Grünflächen  Mehr Abfalleimer  Ladenöffnungszeiten (vor allem samstags)  Verschönerungen (!) von Randsteinen zulassen,1
686,836,6466756,-77,1538,1,2,6,1,2,5,8,1,2,2,5,"Fuss und Velowege, Natur wie Wald Wasser Luftqualität Lärmpegel",-77,-77,-77,5,2,3,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,1,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,1,0,0,0,0,1,0,1,3,1,1,2,2,1,1,1,1,1,1,3,2,4,4,5,5,5,2,0,0,0,0,0,0,0,0,0,1,-99,1,2,1,2,2,5,1,0,0,1,1,0,0,0,0,-99,2,1,1,1,1,0,1,0,0,0,0,-99,3,3,4,3,0,-99,Im Umgang mit dem Tourismus,1
687,837,6468128,-77,16,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
688,838,6466756,-77,554,1,1,3,1,2,1,7,5,2,1,3,"Einkaufsmöglichkeiten, Öffnungszeiten, öv",2,-77,-77,3,2,4,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,2,1,1,2,3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,-99,2,2,1,1,0,0,0,0,0,1,0,2,1,2,2,5,5,1,3,4,4,2,3,1,1,5,5,5,5,5,2,0,0,0,0,0,0,0,0,1,0,-99,2,5,2,2,5,5,1,0,0,0,0,0,0,0,1,-99,2,2,1,1,3,0,0,1,0,1,0,-99,3,1,1,2,0,-99,Öv,1
689,839,6466756,-77,565,1,2,4,2,1,3,7,3,2,1,6,"Ruhe, gute Luft, Erholungsgebiete, Infrastruktur, es läuft etwas, es funktioniert alles, öV-Netz...",2,-77,-77,5,2,2,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,1,1,1,1,1,1,0,1,1,1,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,0,1,1,0,1,3,1,2,5,2,1,1,1,2,1,1,1,1,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,-99,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,-99,1,1,1,1,1,1,1,0,0,0,0,-99,3,3,3,3,0,-99,-99,1
690,840,6466756,-77,744,1,2,4,2,1,2,7,3,2,1,5,"Sich frei entfalten zu können, ein gutes Angebot an Infrastruktur und Commerce sowie die Natur ganz nah.",1,2,2,3,2,3,4,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,1,1,2,1,1,1,1,0,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,3,2,0,0,1,0,1,0,0,1,0,3,3,1,1,5,2,1,1,1,1,3,1,3,3,4,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,"Mehr Offenheit für Neues, keine 5 Jahres Pläne",2,5,1,1,5,2,1,1,0,0,1,0,0,0,0,-99,2,3,2,1,2,0,1,0,0,0,1,-99,1,2,1,1,0,-99,"Die Ladenöffnungszeiten si d zu kurz für Erwerbstätige u d was neue Konzepte wie Bars, Restaurants etc angeht mehr Offenheit und weniger Bürokratie.",1
691,841,6466756,-77,1080,1,1,7,2,3,3,3,1,2,4,4,Gute Einkaufsmöglichkeiten  Freizeitangebote  Erholungsräume  Nicht überlasteter Verkehr,-77,-77,-77,2,3,3,2,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,2,5,1,2,2,2,2,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,0,0,0,0,0,1,1,0,1,3,5,2,2,3,1,2,2,2,2,2,3,2,2,4,2,2,2,3,1,0,1,0,0,0,0,0,1,0,-99,1,3,2,2,3,2,0,0,1,0,0,1,1,0,0,-99,2,2,2,2,2,0,1,1,0,1,0,-99,2,3,2,2,0,-99,Guten Support bei aussergewöhnlichen Situation  (z.B. Corona-Zeiten,3
692,842,6466756,-77,1299,1,2,5,1,3,3,8,2,1,2,4,"Bezahlbarer Wohnraum  Grüne Flächen, Naturnah  Arbeitsplatz in der Nähe  Gute Betreuung für Kind währen ich arbeite  Nahe Infrastruktur wie Einkaufen, Sportplätze, Spielplätze, Badi..",-77,-77,-77,2,3,2,5,1,2,1,3,1,5,3,2,2,1,2,2,2,1,2,2,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,1,0,0,0,1,3,4,1,2,2,4,2,1,1,1,1,1,2,3,4,2,5,5,5,2,0,0,1,0,0,0,1,0,1,0,-99,2,5,2,2,5,5,0,1,0,1,1,0,0,0,0,-99,2,3,2,2,2,1,1,0,0,1,0,-99,2,3,2,3,0,-99,Bezahlbarer Wohnraum  Quartiernahe Ferienbetreuung  Günstigere ÖV,2
693,843,6466756,-77,399,1,1,3,2,1,7,7,1,2,1,5,-99,2,-77,-77,2,3,3,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,2,1,1,1,2,1,1,0,1,1,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,1,3,1,1,0,0,0,0,0,1,0,2,3,5,3,3,4,2,1,1,1,1,1,3,2,3,4,1,2,2,2,1,0,1,0,0,0,0,0,1,0,-99,2,3,2,2,4,4,1,1,0,0,0,1,0,0,0,-99,1,1,1,1,2,1,1,0,0,0,1,-99,2,2,4,4,0,-99,-99,2
694,844,6466756,-77,508,1,1,3,1,1,2,7,5,2,1,5,-99,1,1,2,3,2,2,2,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,6,5,2,1,1,2,2,1,0,0,0,0,0,0,-77,-77,-77,-77,-77,-77,-77,-66,3,2,1,0,0,0,1,0,0,1,0,1,2,1,2,2,3,2,1,1,1,2,5,3,2,3,2,5,5,5,2,1,0,0,0,0,1,0,0,1,0,-99,1,2,1,1,2,2,0,1,0,1,0,1,0,0,0,-99,3,2,3,3,3,0,1,0,0,0,1,-99,2,3,3,3,0,-99,-99,1
695,847,6466756,-77,1228,1,1,4,2,1,3,7,3,2,1,6,"freie, unbekümmerte Bewegung ist möglich, Anschluss Vierwaldstättersee, Reuss, hohe Sicherheit, gute Sauberkeit, Kompaktheit, viele Fortbewegungsmöglichkeiten/Angebote, Gesellschaftliche Offenheit, Vereinskultur, Tolle Gastronomieangebote, Ideale Freizeitangebote, Velofreundlichkeit, Altstadt, Attraktiv für Touristen",2,-77,-77,2,1,1,1,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,2,1,1,0,0,1,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,0,0,0,0,0,1,1,0,1,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,1,-99,2,5,2,2,5,5,0,0,0,1,1,0,0,0,0,-99,4,4,4,4,3,0,0,0,0,0,0,alles i.O.,4,4,4,4,0,-99,"Ladensterben  in der Innenstadt, Parkplatz-Organisation, Parkplatzpreise (zu hoch), Bettlerei in den Strassen, Graffitis",1
696,848,6468128,-77,13,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-66,-66,-77
697,849,6466756,-77,1131,1,1,5,1,1,7,3,2,2,2,5,"Kriterien: Schönheit, Grösse, Möglichkeiten, See, Natur",-77,-77,-77,5,1,3,5,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,1,3,2,1,2,2,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,2,2,1,1,0,0,1,0,0,0,0,3,5,2,1,2,2,2,1,1,1,1,1,2,2,5,5,5,5,5,2,0,0,0,1,0,1,0,0,0,1,-99,2,5,2,2,5,5,1,0,0,0,1,1,0,0,0,-99,2,2,2,2,4,0,1,1,0,0,1,-99,0,0,1,1,0,-99,-99,1
698,851,6466756,-77,690,1,1,3,2,1,7,7,5,2,1,6,"Nähe zu See, Wald, Freizeitmöglichkeiten, Cafés",2,-77,-77,2,1,2,3,2,-77,-77,-77,-77,-77,-77,-77,-77,-77,1,5,2,1,1,1,1,1,0,1,0,1,1,0,-77,-77,-77,-77,-77,-77,-77,-66,1,1,1,1,0,0,1,0,0,0,0,3,3,1,1,1,2,1,1,2,1,1,1,1,2,4,4,5,5,5,2,0,1,1,1,0,0,0,0,0,0,-99,2,5,2,2,5,5,0,0,0,0,1,1,1,0,0,-99,3,2,2,2,1,1,0,0,0,0,0,-99,4,4,4,4,0,-99,mehr Velowege,1
699,853,6466756,-77,1571,1,2,5,1,3,1,4,1,2,1,4,"Sicherheit, Sauberkeit, attraktiver Lebensraum, angeregtes kulturelles Leben, bezahlbarer Wohn- & Lebensraum, gut geöffnete Einkaufsläden & Gastrobetriebe, usw.",1,1,1,1,2,4,5,1,-77,-77,-77,-77,-77,-77,-77,-77,-77,2,5,2,2,2,2,2,2,0,1,0,0,1,1,-77,-77,-77,-77,-77,-77,-77,-66,2,2,0,0,0,0,1,1,1,0,0,1,3,1,2,1,3,2,1,1,1,2,1,1,3,4,4,5,5,5,5,0,1,0,1,0,0,1,0,0,0,-99,2,5,2,2,5,5,1,0,1,0,1,0,0,0,0,-99,1,1,1,1,1,0,0,1,0,1,1,-99,1,3,3,3,0,-99,"Ladenöffnungszeiten: viel länger, an allen Tagen!",1
